	label	text
34	1	车体大小适中，低调、成稳。
35	1	外观漂亮，棱角分明！做工也不错！日间行车灯太酷了！
36	1	外观毫无疑问，无框车窗、溜背、18寸轮圈，还需要说什么？
37	0	开空调后，60公里再加速时加不上！！！
38	1	中级车型可以蓝牙接电话，全系标配esc和一键升降
39	0	后备箱小，顿挫，车窄，储蓄少，转弯半径太大，操控很一般。
40	1	最满意的是外观
41	1	当然是配置和油耗了，同事16万的25没全景天窗，没定速巡航呢！锋驭逼格很高！
42	0	油耗偏高，可能是磨合期的原因
43	0	动力表现急加速不是很到位毕竟是混动还是省油第一位鱼和熊掌不可兼得
44	0	前脸不是太个性
45	0	开起来过不好的路面的时候，这车的减震偏硬，后排特别明显。
46	0	站在外面听发动机声音真的是太大了，比捷达的发动机声音大了很多！
47	0	1.4手动，开空调爬陡坡有点费力
48	0	开空调后，车内噪音有点大
49	0	上一代的内饰和中规版的配置，100w的车简配后座的控制面板就算了，你竟然不标配无匙进入但却配了无匙点火，这不是多此一举么？另外竟然不配吹风座椅，我之前买的cls350是带的，坑。
50	1	当然是性价比，紧凑级的价格买中型suv，安全配置高，你还想要啥。微笑的前脸经典不过时，越看越喜欢。
51	0	价格合理，送了很多东西
52	0	目前没有最不满意的，要是唯一要说点不满意的那就是像其他人说的起步稍微慢点~不过个人觉得还是慢点好安全第一~ps:狂野型可以忽略我的见解~嘿嘿~
53	1	内饰配置外观
54	1	动力液晶仪表盘大灯氛围灯颜色
55	0	没有什么不满意，非要挑的话确实起步偏肉，毕竟1.5t的重量；
56	1	座椅很舒服
57	1	外观时尚，操纵性好，太适合代步用，全景天窗。
58	0	底盘不做整体封闭玻璃非隔音玻璃风噪胎噪都比以往的雷克萨斯高
59	1	塔夫绸的白，犀利的腰身，还有妩媚的那双前丹凤眼，于车主是品味的体现。esp、前后雷达、并线辅助等一系列安全配置，让你的心释然！
60	1	前脸帅气，车身小巧灵活，配置同级别高
61	1	四驱，空间，油耗
62	0	噪音有点大，油耗偏高7.5个左右，可能是拉了货和磨合期内的原因，油漆有点偏软，拉货的情况下提速相对偏慢，
63	0	发动机噪音偏大，手动档换挡手感不太好。急加速的时候声音很大，所以提速的时候要慢慢踩油门。还有就是车窗按键不带背光，晚上老按错。
64	1	最满意的地方应该是这个车的操控性，和这车的油耗吧。
65	0	iphoneplus大小的屏幕，饥饿营销让4儿子可以有恃无恐的强奸。
66	0	隔音性真的不好，速度一上来，杂音多而且不小。
67	0	起步的时候稍微弱点、济南服务网点少
68	0	起步稍肉。新车没有优惠，无赠送礼品少。钥匙丑死。
69	0	就是还发动机，动力还是有点小，要是有1.8的就更完美了
70	1	小型suv空间大，车长4.51，外观时尚好看，符合年轻人的审美观，不会有视觉疲劳，发动机1.5家用够了，4at换挡平顺，开着根本感觉不到换挡，高速上用定速巡航省油又轻松！！！
71	0	视线有点差，看不见机头盖不知道你们怎么调的，我是新手
72	0	最不满意的就是没有车窗一键升降。每次下车前都要检查一下4个车窗有没有关好。如果有急事，这样弄一下真的有点浪费时间。除了驾驶座以外，其余3个车窗都只有一键下降，没有一键上升功能，厂家真是会省钱
73	1	省油，外形好看！
74	1	操控好，通过性好，油耗低，有一定安全配置。
75	1	生产30年，性能可靠。外观大方，不花哨。
76	1	1.4动力绝对不肉，异响没有那么严重，刹车在停下来的时候会吱一声，空间，挺大，1.4目前油耗7.2综合道路
77	0	10000公里一套刹车盘。我真买不起。
78	0	新车总有点小毛病。。售后态度都不错的，积极给解决，期待后来的问题解决
79	0	做工粗糙。吵声大气。没后台灯。豪华版装饰也太马马虎虎了
80	1	外观时尚，同价位同配置难寻敌手。
81	0	雨刷有点太松了。
82	0	噪音大，a柱挡视线，1档不好挂，离合高
83	0	噪音太大狮子啊是不敢开快了
84	1	底盘高
85	1	简约外形，实用的空间，平时上下班、接送接送小孩不二之选
86	1	外形很好看（同级别而言），我跟老婆都非常喜欢，不过这是仁者见仁智者见智；省油，刚提车表显百公里油耗13.5，目前1800公里显示7.7了。
87	1	外形好、空间大、操作方便，方向轻盈。抛去狭隘的民族主义思维，丰田品牌就是个保证。
88	0	没有车窗自动升降，后排没有独立空调的开关设置。
89	0	动力稍弱屁股太翘
90	1	空调来的挺快，，发动机噪音小，座椅坐着也挺舒服，特别是货箱空间后大
91	1	增配后氙气大灯和日行灯很大气，轮毂也爽，车内氛围灯很好看，
92	0	后轮用的还是鼓刹看着就不爽，不过刹车还是蛮灵的
93	1	最满意的就是这车静音好，怠速基本听不见发动机声音，而且空间也很大，拉人载货都是很好的选择。
94	0	内饰车顶的材料实在是有点无语…………
95	0	无倒车影像、需要手动调节座椅、无真皮方向盘
96	0	新车刚体回来，还没咋开，对车子还不是很熟练，目前暂时没有发现不满意的地方，觉得它哪里都不错，没有什么毛病，缺点还需要一些时间去发现，然后再去适应它，毕竟是因为喜欢她才买的他，对她今后的缺点也会包含。
97	1	外观可改装型前脸中控尾排包括全包围都有比较低廉的改装配件
98	1	底盘和悬架的调校，方向精准，行驶稳定
99	0	基本上没什么不满意的，也没什么做的特别好的地方
100	1	动力，超车不费劲，给油就能快速向前冲，不惧大排量豪车，其实没事也很好，真的很好，但是买车还得看机器。
101	1	各种省
102	0	手刹缝
103	0	后排空间太小长途乘坐难受。
104	0	有异响，门窗的玻璃，中控台，油门因为是电子的，有点延迟的感觉，然后就是那个天窗，，，真心是为了好看才加的么，最后就是车子装配真的要提高啊！
105	0	暂时沦陷在新车的幸福之中，尚未感觉到哪里不满意，如果有的话内饰的硬塑料和那几块众所诟病的织布算是最不满意的吧。其次就是所谓的蜡烛灯，确实不够亮。
106	0	大灯太暗，没有路灯的地方得小心驾驶。
107	1	配置！空间！同等价格真的买不来了！
108	0	一档与二档之间比较顿挫。其他的都能接受！
109	1	性价比高，对于刚创业又没有多少预算的人来说是个不错的选择。
110	0	今天打开后备箱放备胎的地方看了一下，里面有好多水啊，不知道怎么进去的，做工确实不够精细，缝隙大。雨刮水加至瓶颈的时候漏水。
111	1	刹车稳，提速还行，空间还行，车子口碑哈行，皮实。。。
112	0	不是铝合金轮毂买的时候送东西太少好像不能连接苹果手机还有直接给手机充电也没宝贝v
113	0	尾箱太小，储物空间不足
114	0	后排座椅不好上座套
115	1	样子够特别，操纵舒服
116	0	不满意的就是起步有点肉，而且控制不好有点窜车，坡道起步有点后溜，不过这些习惯以后完全可以控制好！至于油耗嘛暂且不提，后面说，因为不说路况谈油耗都是扯淡！！！
117	0	隔音差，冷车启动声音大。
118	1	方向盘，刹车灯
119	0	暂时没发现，本来就是代步车要求不能太高了吧？
120	0	不足之处个人认为噪音稍高了些，2000转就已经吵人了。
121	0	后轮是鼓刹是我最不满意的一点，长城腾翼c20r也是5万多的车都是盘刹，为啥长安你就不能给后轮配备盘刹。还有我提车不到一个月700公里的时候车内就开始有异响。
122	1	操控性和屁股线条
123	1	内饰漂亮，座椅舒服，外观漂亮,配置术羊高外观漂亮大气，内饰有档次，整体的质感不错。这一路走来吉利都在进步。
124	1	悬架不错，不颠簸
125	1	外观霸气，省油空间大
126	1	市场上改装件很容易买
127	0	油耗高了
128	1	经济实惠，性价比高！
129	0	车还没提回来呢，10.13号能上路，牵扯10.1放假，交税交不上！
130	1	空间，后排坐着还有很多空间，后备箱又有大空间，
131	0	太高调了，容易被认为是土豪
132	0	底盘低了点，后排空间偏小。
133	1	颜值是当时a级里最高的了，如果这造型要是奔驰生产的估计比现在的c系卖的还火。这造型感觉换代前是不会落伍的。
134	1	驾驶质感很不错的，除了低速戳顿感，并且有很多先进的科技。
135	1	外观、空间、性价比非常高，操控也舒适
136	0	装配工艺跟合资车还是有很大距离
137	1	跑高速很稳，170一点也不飘
138	0	后备箱有点小。发动机噪音因为是地球梦直喷所以你懂得.
139	1	底盘高，过水坑很爽，不过两驱越野不行，经常趴窝
140	0	局部有点异响，油耗感觉有点下不去。车内的异味还是有点大的。
141	1	头部空间大，车体横向空间不错
142	1	空间和外观无疑是它最大的优势。
143	1	直接可以烧气，不用改。
144	0	空车开快了，感觉会飘，提速有迟半拍的感觉，响应不够快，对了，为什么不加一个usb的车载充电器尼？很常用的东西，看来还是要多听一下大伙们的声音才行；
145	0	噪音隔离做的不是特别好
146	1	当然是外观，
147	0	减震有点硬买车之前就觉得硬，但是既然选择了它我能包容它的缺点，没有十全十美的车
148	1	空间很大，在同级别的mpv中是算性价比很高的一款
149	0	中控开回家的时候有一会有异响，后来就好了，难道是装了倒车雷达嘛～～
150	0	内饰设计中庸，用料一般，基本为塑料材质。
151	0	品牌认知度不高
152	1	空间大，舒适度高，油耗低。
153	0	可能是因为马路的关系，也可能是因为底盘和悬架没有调教的很彻底，过那种减速带和烂路，车身的感觉总是不能很好的消除不良的反应，还是会传递到车厢内部。
154	0	油耗有点偏高了，可能是磨合期吧，不过过一段时间就会降下来。
155	1	外观内饰操控各方面都吸引我！
156	0	车尾显得有些窄，实际1860mm的宽度和这个级别的其他车型相差不多，但是由于车尾造型过于圆润，所以视觉上会显得车有些窄。
157	1	外观是我媳妇的菜
158	1	空间大，油耗合适
159	0	车开起来噪音有点大啊！还有就是3000元的节能补贴到底有还是没有那？我们这的经销商说没有，我打东南400电话也说不出个什么，说是完了回复我，到现在一个多月了也没见音讯。这后期的服务有待提高啊！
160	1	最满意的是车子后排的舒适性，比一般的suv坐起来要舒服
161	1	底盘操控好，内饰用料做工也很不错，外形很漂亮，空间也可
162	0	夜视功能有些鸡肋
163	0	车子空间太窄了，在加宽10公分就行完美了
164	0	没有雾灯，不好后期自己加装一个，没有usb接口
165	0	后悬挂稍硬，颠簸感稍强，虽然经常走城市的铺装道路，但是偶尔的沟沟坎坎一不小心，都会让副驾驶和后排蹦起来~不过静音还算不错，蹦起来一点声音都没有。。。。。。。
166	0	这个价位的内饰就不吐槽了……
167	0	细节做工差。缝隙大，
168	0	领先的座椅太差了
169	1	空间够大，动力够强
170	1	中控auxusb内存卡插口齐全
171	1	最满意的还是外形，以前在街上看到感觉特别帅。
172	1	安全性高，内饰用料很好，做工也不错，开车很舒服。
173	0	焊接、车漆工艺还可以提高。
174	1	外观出众，尤其是星河紫，回头率杠杠的。
175	1	外观个性十足；乘坐空间宽敞；操控更不用说，绝对满意；我的jeep情怀更是得到了充分满足。舒适性和越野性两者兼具。全景天窗更是我的大爱，雨天看雨、晴天晚上看星星，车内一点不压抑。
176	1	同价位最帅四门车
177	1	内饰真的是让人无可挑剔，做工精致，注重细节处理，绝对是同级别中的翘楚，设计也非常符合亚洲人的审美，棕色内饰营造出的豪华氛围与中控台的质感相辅相成，
178	1	满意的地方有很多，用车以来感觉这款车真的是很好的，方方面面都是很到位的，综合自己的用车感受讲的话这款车真的是很不错的。
179	0	门需要大力关，不然就需要关第二次了
180	1	价格.价格.价格！
181	0	不适合女性开哦，要是有自动挡就更完美了！重点说门，一千公里不到中控锁就换了一次了！尤其侧门不敢开，现在只能外面开，里面开不了了！这点不满意
182	1	最满意的还是外观，室内也不错，个人觉得比奥迪宝马强。安全性能不错。急刹车方向盘不会偏。
183	0	由于没有转向助力，平地打方向的时候有些吃力，尤其对于女性，走起来了后就很轻了。
184	0	发动机舱有“哒哒哒”的声音
185	0	，油耗比较不满意，8个油稍微高了那么点，冬天的时候，还得高点，1.0的排量动力较弱，有些噪音，不过还能接受
186	1	"2012年11月14日提车,到目前为止h230最让我满意的一点是坐过我车的人都说一句话""内部空间好大啊"",这句话真的让我很高兴.5万多的a0级小车,能换来这样一句话,能不高兴么?"
187	0	后备箱无法遥控开启，内饰老气，后门没有放水杯的地方，没有放内存卡的地方，听歌还得在点烟器处加个车载mp3。车漆偏软，车皮感觉有点薄。
188	1	目前最满意的地方就是油耗，还有减震的舒适度，座椅可折叠放倒拉货非常方便，比起某菱某俊方便多了，还有就是全尺寸备胎了，真是良心配置啊，这点值得点赞！
189	1	最满意的肯定是外观，大气
190	1	操控满意，动力满意，外观满意
191	1	性价比高，配置很丰富。有很多实用的功能。比如：360全景（出厂加装），夜视系统，钥匙不在车内提醒等，很舒服很人性化。把很多豪车都比下去了。
192	0	噪音确实有点大啊，隔音差，特别是1.2档2000转就嗡嗡的
193	0	轮胎有点响。
194	0	音响系统不给力，没有一种穿透力，很平淡
195	0	前操控台
196	1	外观控，非常喜欢这车的外观和内饰
197	1	发动机可以
198	0	卤素大灯
199	0	中控台太小气了。特别是行车电脑显示屏太低了。暂时没有
200	1	动力，7.9秒加速真的不是说着玩的，而且还有推背感，提速感觉很明显。
201	0	怠速有抖动，变速箱有时有顿挫，40-60公路加油后猛收油会有顿挫。油耗也不低，夏天开空调走市区最高出现过16l。
202	1	外表漂亮一眼看中呵呵，小众车有小众车的回头率哈，后备箱空间真的非常非常大啊，安全座椅箱子盒子能塞一大堆550的空间呢！动力还是不错，超车挺麻利的，操控性因为电子助力很轻盈。
203	1	空间大地板平，，没有压抑的感觉！
204	1	空间大，行驶中平稳，一家四口人出行确实很实用。
205	1	提速推背感以及发动机轰鸣声我很满意
206	0	塌屁股我就不说了,乐乐车主估计都在纠结这个问题.话说这车在d档的时候好象不能指示实际档位,一直就显示一个d,有些车就有实际档位显示,看着一目了然.
207	1	外观非常时尚，动感，其实我先对v3下手的，是v5的外观打动了我
208	0	过减速带时太硬的悬挂。
209	1	满意的地方有很多，如果一定要说“最”满意的地方，那肯定是油耗了，没想到我这新手也能开出6.5l的油耗，超级知足了
210	1	操控还行
211	1	个性，这边算上我就看见3辆，2辆黑色、1辆红色，另外好几个人问我这车多少钱，看来是挺感兴趣。另外外形和操控也满意。
212	1	内饰设计是亮点，每次上车后，都有一种飞行员的感觉。
213	0	乞丐版有点太乞丐。
214	1	那还用说吗？！！！肯定是动力啊，超车爽，想超谁就超谁，别人想超没门啊，提速好快啊
215	1	空间和天窗
216	1	外观和空间，非常舒适，也是当初买这款车的主要原因，整体配备也还算好；提速还算不错，可以很快超车，因为刚跑了1000公里，在磨合期，没怎么跑高速，也没怎么去超车；
217	1	主要用来拉货，必须放个帐篷在里面，原来的五菱帐篷必须竖着塞一边，现在太方便啦，直接从侧门横着放，挨着驾驶座椅的后面放，放好还有将近十公分的距离空着。
218	1	性价比，外观，成熟，这么多年的车型了，小问题基本都解决了，很成熟的车型，16-17款都值得拥有，三大件，不多说。
219	0	低速时候2、3档有明显的顿挫感，可能是还没适应油门。进口到国内的颜色有限，喜欢的颜色没进口。
220	1	最满意的无疑就是大空间！车身宽而高，做进去毫无压抑感。
221	1	当然是大空间和漂亮的外观。
222	1	外形很满意。动力也不错
223	1	外观，发动机很成熟了
224	1	音响效果好，空间够用
225	0	最不满意的是缺点太少
226	0	轮圈的颜色
227	1	要说我对这款绅宝x25自动豪华款最满意的地方在于车子的配置还是比较不错的，什么多功能方向盘、前后排头部气囊等很多功能都很齐全，这样的车子用起来比较方便，我对这点最满意。
228	1	外观，绝对的外观，获得2015红点大奖的车那真是耐看啊
229	0	发动机噪音大，高压油泵像柴油机一样哒哒哒的响，悬挂对小颠簸处理不怎么样，变速箱降挡反应延迟在接近2秒，后排座椅很硬，多媒体做得不够人性化，油表不准
230	0	后排的储物基本为零！连放水杯的地方都没有，不过还好前排储物丰富，弥补了这一遗憾，说真的，花冠还是适合买买菜、接送小孩、上下班而已，仅此而已！
231	1	当时考虑了哈弗h1！但外形感觉不对称！35外形漂亮！看见就喜欢！总体还过得去！
232	1	最满意在于它的内部空间和油耗上面，表现的非常不错。
233	1	货厢大，能多装
234	0	起步会有顿挫感！这个价格的车了，还没有胎压监测，前雷达！
235	1	开上紧凑型家轿四轮碟刹车abs防抱死ebd/cbc等制动力分配气囊（感恩版的副驾驶没有气囊）每小时10公里以上自动落锁问了问a60都没有这功能安全行车很有保障，品牌大。
236	1	空间是真的很大，买的1.5l的，拉货什么都不错
237	0	1、车身钣金缝隙太大！2、方向盘低速转动的时候能听到吱吱吱的声音，跟论坛好多车友反应的一样。3、悬挂实在是太硬了！过减速带真心是要爽死！！
238	0	实用性不强，就适合在市里面当个买菜车，多跑几趟都不行。
239	1	空间大，省油。
240	1	从提车到现在，我开了有5个多月了，一直最满意的都是外观，车身太大气了，朋友们看见了都说这车好看，看起来就有档次。
241	1	我是以貌取车，外观最满意，从90年代末老妈的企业配车普瑞维亚开始就喜欢这类型。
242	1	帅气、空间、隔音!
243	0	最低配没有铝合金轮圈
244	1	外形、空间俱佳。
245	1	空间大，真大。
246	1	驾驶质感一流动力不错做工细致，后排腿部空间很充足，头部空间也很宽敞。定位小型车，空间达到紧凑车级别
247	1	在城市里代步是很好的选择，特别是现在油价高涨的今天。
248	0	减震太硬啊，过一些坑洼路，彭彭响，很不舒服。座椅有点高，而且偏硬
249	1	品牌、品质、操控、空间及动力，是我选择小三的主原因。
250	0	目前开的不多，暂时只能说是在一些配置上，比如锁车后没有遥控升降车窗，很不方便，另外就是全下来将近30万的车居然没有无钥匙进入和一键启动。
251	1	样了还可以配置高科技尤其是有天窗有倒车视频车长了最好弄个后摄像头真管用的
252	1	nono的真皮内饰
253	1	表哥表嫂说这个价这个车还不错，一家人平时出门啊什么的足够用了。
254	0	很多人都觉得后排杯具是硬伤，但我觉得爱屋及乌，人无完人车无完车，虽然我也曾一度为此耿耿于怀，但小妾到手之后才明白了一句名言“天空飘过五个字：那都不是事”
255	1	外观好看，内部空间好.最喜欢那个修长的前脸，还有运动款的配置，真心的喜欢（行李架.全黑内饰，熏黑大灯.红色刹车夹）还有油耗低。
256	1	最满意的当然是外观，内饰，流畅霸气的外表。
257	0	空间小不过还可以接受毕竟是小型车手动换挡顿挫感很强不知道是不是我技术问题离合器结合点太高容易熄火
258	1	外观没法说的了，同级别里最好的配置和价位了
259	0	油耗偏高刹车制动慢其有异响
260	1	耐看，空间超大
261	1	最满意的当然莫过于车子的外观，空间大小，内饰；反正对于我这种小白来说什么动力太小什么的，我觉得家用够了，有次坐五个人都没问题
262	1	空间大，外光好看，性价比比较高
263	1	动力输出，1500涡轮增压介入，提速不比汽油车差。
264	1	空间很满意尤其后排放倒很奢侈的空间
265	1	迷彩色，拉风，掩妹
266	0	收音机自动打开，不知道怎么单独关收音机
267	1	外观，内饰，动力，最最最重要的操控。都太让人爱不释手了。
268	1	整体，坐车舒服，开着拉风，提速快，油耗合适
269	1	内饰较黑金刚改变了不少，多功能方向盘、起停系统、大灯可调、倒车影像、导航。
270	1	动力，外观，通过性，非承载车身
271	1	操作可以，提速快，空间大
272	1	空间大，操控灵活。
273	0	精英版的配置太低，其他可以没有，这么大的车子，倒车雷达，胎压检测这些实用的配置还是应该有的。
274	0	那就是刹车了，说得自动调节，可是都快下底了，然后就是冬天一挡不好进，另外过滤避震不是很好，特别郁闷的就是加油了，老是跳枪，心里无数个咒骂声，漆面薄
275	1	最满意的就是他的空间，充足，家人一起去选的，5个人坐进去一点不拥挤，直接pk掉雷克萨斯nx,视野也不错，中控科技感十足，质量大，安全性高。因为是新手，目前对车的把握还不是很到位，继续熟悉中。
276	1	最满意的就是两箱车，里边空间大的秒杀三厢啊！！变速箱很流畅，一点感觉不到顿挫！
277	1	外观很时尚，乘坐空间大，储物空间大，后面能放不少东西，还是值得购买的。
278	1	综合说是一款性价比非常高的小车，尽管细节一般，但是在同档次价位的车里面是比较实惠的，工薪家庭很适合。
279	0	减震有点偏硬离合点很难掌握
280	1	外觀漂亮,動力實足.
281	0	不是皮座位，原装没有自动锁门和自动上下升窗
282	1	操控性好，虽然车大但是却很好开，车子很灵活很方便。空间大也是又一大不可磨灭的优势。
283	1	空间超大，油耗基本满意，带档下坡瞬时油耗跑过2.8。头部空间很充足，本人1.83米，坐进去无压力。
284	0	车窗开关不太好用，更换之后好一些。隔音也不是很好，噪音很大，尤其是胎噪，不过有听音乐的习惯，打开音乐还是可以减轻一点的
285	0	冷车启动刚开稍踩油门转速会一直飙升至2.5~3千转，速度也没起来，一般人会以为发动机有什么问题，实际上厂家也没有明文说这是正常现象！
286	0	油门提速稍微有点迟缓
287	1	车重，无缝痕技术.车长，空间.动力还可以.百年福特
288	1	外观很时尚，配置丰富，内饰大方，车子油门很轻，刹车灵敏，易驾不累。
289	1	装配2.0t发动机后带来的动力提升
290	1	车子是刚到家的，各方面表现虽然还在探索，但是总体给我的感觉很不错，动力足够，空间也可以，作为小型suv来说，车子开起来也灵活容易操控~
291	1	外观漂亮、开起来感觉像中型suv，饱满的车头和大大的挡风玻璃，一往无前的激情。
292	0	就是这个中控了无力吐槽，下雨天经常失灵，每次都需要断电三分钟左右才可以重启，比如你想倒车她不启动，是不是有点扯淡了，这蓝牙电话也没有，接打电话不方便，就是这个可以连无线网，这个要点个赞。
293	0	空间利用差，放东西的地方少且不实用
294	1	油耗比较满意，通过提车后的详细计算，油耗最高7.3升，最低5.97升，质量口碑都不错。
295	1	操作舒适，空间大
296	0	简配的有点严重，相比较14款少了好多实用的东西，比如自动雨刷，自动大灯等，我感觉那些配置还是挺实用的，毕竟媳妇也偶尔开，车无完车，接受了就好
297	1	作为职业女性，我更倾向于这款车的外型，而并非专业汽车发烧友追求的速度，而且我对于时尚的东西并不那么感兴趣，更倾向于古典和传统。恰好这款白色符合了我想要的一切。
298	1	外观、通过性
